id,comment,sentiment
1656,আমি প্রতিদিন চা খাই।,neutral
1657,"আজকের অনুষ্ঠানটি সত্যিই অসাধারণ ছিল, এত সুন্দরভাবে আয়োজন করা হয়েছে যে সবার মুখে হাসি ফুটে উঠেছে।",positive
1658,আজকের দিনটি সাধারণভাবে কেটেছে।,neutral
1659,তুমি সময়মতো কাজ করোনি।,negative
1660,শিক্ষকের অনুপ্রেরণায় আমি নতুন জিনিস শিখতে আগ্রহী হয়েছি এবং নিজের লক্ষ্য অর্জনের দিকে এগিয়ে যাচ্ছি।,positive
1661,শিক্ষকের অনুপ্রেরণায় আমি নতুন জিনিস শিখতে আগ্রহী হয়েছি এবং নিজের লক্ষ্য অর্জনের দিকে এগিয়ে যাচ্ছি।,positive
1662,তুমি সময়মতো কাজ করোনি।,negative
1663,"আমি প্রতিদিন সকালে হাঁটতে যাই, যা আমার স্বাস্থ্যের জন্য ভালো এবং মনও ফ্রেশ থাকে।",neutral
1664,এই সপ্তাহে অনেক কাজ আছে।,neutral
1665,"প্রতিযোগিতার আয়োজন ভালোভাবে করা হয়নি, যার ফলে অংশগ্রহণকারীরা হতাশ এবং অসন্তুষ্ট ছিলেন।",negative
1666,আমি নতুন একটি বই কিনেছি।,neutral
1667,আজকের দিনটি সাধারণভাবে কেটেছে।,neutral
1668,আমি এই বইটি পড়ে খুব আনন্দ পেয়েছি।,positive
1669,বাংলাদেশ দক্ষিণ এশিয়ার একটি দেশ।,neutral
1670,আমি পরীক্ষায় ভালো ফলাফল করেছি।,positive
1671,পরীক্ষার প্রশ্নপত্র অপ্রত্যাশিতভাবে কঠিন ছিল এবং প্রস্তুতি থাকা সত্ত্বেও আমি ভালো করতে পারিনি।,negative
1672,"আমি প্রতিদিন সকালে হাঁটতে যাই, যা আমার স্বাস্থ্যের জন্য ভালো এবং মনও ফ্রেশ থাকে।",neutral
1673,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
1674,আমি নতুন একটি বই কিনেছি।,neutral
1675,আমি সকাল ৭টায় উঠেছি।,neutral
1676,খুবই সুন্দর দৃশ্য।,positive
1677,সিনেমাটি বিরক্তিকর ছিল।,negative
1678,"আজকের দিনটি সাধারণভাবেই কেটেছে, বিশেষ কিছু ঘটেনি তবে ব্যস্ত সময় পার করেছি।",neutral
1679,রাত ১০টায় ঘুমাতে যাব।,neutral
1680,খাবারটি অসাধারণ স্বাদযুক্ত ছিল।,positive
1681,বাংলাদেশ দক্ষিণ এশিয়ার একটি দেশ।,neutral
1682,আমি এই বইটি পড়ে খুব আনন্দ পেয়েছি।,positive
1683,ফলাফলে আমি হতাশ।,negative
1684,পরীক্ষার প্রশ্নপত্র অপ্রত্যাশিতভাবে কঠিন ছিল এবং প্রস্তুতি থাকা সত্ত্বেও আমি ভালো করতে পারিনি।,negative
1685,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
1686,খাবারটি একদমই ভালো ছিল না।,negative
1687,আজ খুব খারাপ লাগছে।,negative
1688,আমরা আগামী সপ্তাহে একটি নতুন প্রকল্প শুরু করব এবং এর জন্য আজ মিটিং অনুষ্ঠিত হয়েছে।,neutral
1689,এই সপ্তাহে অনেক কাজ আছে।,neutral
1690,"বাংলাদেশের গ্রামগুলো এখনও প্রকৃতির সৌন্দর্য ধরে রেখেছে, যেখানে নদী, সবুজ ক্ষেত আর গাছপালা মন ভরে দেয়।",positive
1691,ট্রাফিক জ্যাম ভয়াবহ।,negative
1692,এই সপ্তাহে অনেক কাজ আছে।,neutral
1693,আমরা ঢাকায় থাকি।,neutral
1694,আজ খুব খারাপ লাগছে।,negative
1695,"আজকের দিনটি সাধারণভাবেই কেটেছে, বিশেষ কিছু ঘটেনি তবে ব্যস্ত সময় পার করেছি।",neutral
1696,আজকের আবহাওয়া চমৎকার।,positive
1697,পরীক্ষার প্রশ্নপত্র অপ্রত্যাশিতভাবে কঠিন ছিল এবং প্রস্তুতি থাকা সত্ত্বেও আমি ভালো করতে পারিনি।,negative
1698,আজকের দিনটি সাধারণভাবে কেটেছে।,neutral
1699,"আমি প্রতিদিন সকালে হাঁটতে যাই, যা আমার স্বাস্থ্যের জন্য ভালো এবং মনও ফ্রেশ থাকে।",neutral
1700,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
1701,আমরা ঢাকায় থাকি।,neutral
1702,আমরা আগামী সপ্তাহে একটি নতুন প্রকল্প শুরু করব এবং এর জন্য আজ মিটিং অনুষ্ঠিত হয়েছে।,neutral
1703,আমি এই বইটি পড়ে খুব আনন্দ পেয়েছি।,positive
1704,"আজকের অভিজ্ঞতাটি একেবারেই সুখকর ছিল না, সারাদিন প্রচণ্ড গরম এবং ট্রাফিক জ্যামের কারণে ভীষণ কষ্ট পেয়েছি।",negative
1705,এই সপ্তাহে অনেক কাজ আছে।,neutral
1706,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
1707,পরীক্ষাটা খুব কঠিন ছিল।,negative
1708,"আজকের দিনটি সাধারণভাবেই কেটেছে, বিশেষ কিছু ঘটেনি তবে ব্যস্ত সময় পার করেছি।",neutral
1709,খাবারটি অসাধারণ স্বাদযুক্ত ছিল।,positive
1710,তুমি সময়মতো কাজ করোনি।,negative
1711,ট্রাফিক জ্যাম ভয়াবহ।,negative
1712,খুবই সুন্দর দৃশ্য।,positive
1713,সেবাটি একেবারেই সন্তোষজনক ছিল না।,negative
1714,"আজকের দিনটি সাধারণভাবেই কেটেছে, বিশেষ কিছু ঘটেনি তবে ব্যস্ত সময় পার করেছি।",neutral
1715,ক্লাসটি আজ অনলাইনে হয়েছে।,neutral
1716,আমি প্রতিদিন চা খাই।,neutral
1717,"প্রতিযোগিতার আয়োজন ভালোভাবে করা হয়নি, যার ফলে অংশগ্রহণকারীরা হতাশ এবং অসন্তুষ্ট ছিলেন।",negative
1718,আমি প্রতিদিন চা খাই।,neutral
1719,বাংলাদেশ দক্ষিণ এশিয়ার একটি দেশ।,neutral
1720,তুমি দারুণ কাজ করেছো।,positive
1721,"আজকের দিনটি সাধারণভাবেই কেটেছে, বিশেষ কিছু ঘটেনি তবে ব্যস্ত সময় পার করেছি।",neutral
1722,"আজকের অভিজ্ঞতাটি একেবারেই সুখকর ছিল না, সারাদিন প্রচণ্ড গরম এবং ট্রাফিক জ্যামের কারণে ভীষণ কষ্ট পেয়েছি।",negative
1723,"আজকের অভিজ্ঞতাটি একেবারেই সুখকর ছিল না, সারাদিন প্রচণ্ড গরম এবং ট্রাফিক জ্যামের কারণে ভীষণ কষ্ট পেয়েছি।",negative
1724,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
1725,আমরা ঢাকায় থাকি।,neutral
1726,আমি প্রতিদিন চা খাই।,neutral
1727,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
1728,"প্রতিযোগিতার আয়োজন ভালোভাবে করা হয়নি, যার ফলে অংশগ্রহণকারীরা হতাশ এবং অসন্তুষ্ট ছিলেন।",negative
1729,"বাংলাদেশের গ্রামগুলো এখনও প্রকৃতির সৌন্দর্য ধরে রেখেছে, যেখানে নদী, সবুজ ক্ষেত আর গাছপালা মন ভরে দেয়।",positive
1730,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
1731,সেবাটি একেবারেই সন্তোষজনক ছিল না।,negative
1732,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
1733,রাত ১০টায় ঘুমাতে যাব।,neutral
1734,"আজকের দিনটি সাধারণভাবেই কেটেছে, বিশেষ কিছু ঘটেনি তবে ব্যস্ত সময় পার করেছি।",neutral
1735,ক্লাসটি আজ অনলাইনে হয়েছে।,neutral
1736,আমি আজ বাজার থেকে যে পণ্যটি কিনেছি তা প্রত্যাশা অনুযায়ী ভালো মানের ছিল না এবং দ্রুত নষ্ট হয়ে গেছে।,negative
1737,আজকের আবহাওয়া চমৎকার।,positive
1738,আজকের দিনটা খুব ভালো লাগছে।,positive
1739,সিনেমাটি বিরক্তিকর ছিল।,negative
1740,"আজকের অনুষ্ঠানটি সত্যিই অসাধারণ ছিল, এত সুন্দরভাবে আয়োজন করা হয়েছে যে সবার মুখে হাসি ফুটে উঠেছে।",positive
1741,তুমি দারুণ কাজ করেছো।,positive
1742,আমি আজ বাজার থেকে যে পণ্যটি কিনেছি তা প্রত্যাশা অনুযায়ী ভালো মানের ছিল না এবং দ্রুত নষ্ট হয়ে গেছে।,negative
1743,খাবারটি অসাধারণ স্বাদযুক্ত ছিল।,positive
1744,ক্লাসটি আজ অনলাইনে হয়েছে।,neutral
1745,শিক্ষকের অনুপ্রেরণায় আমি নতুন জিনিস শিখতে আগ্রহী হয়েছি এবং নিজের লক্ষ্য অর্জনের দিকে এগিয়ে যাচ্ছি।,positive
1746,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
1747,ফলাফলে আমি হতাশ।,negative
1748,আজ রবিবার।,neutral
1749,পরীক্ষার প্রশ্নপত্র অপ্রত্যাশিতভাবে কঠিন ছিল এবং প্রস্তুতি থাকা সত্ত্বেও আমি ভালো করতে পারিনি।,negative
1750,খাবারটি একদমই ভালো ছিল না।,negative
1751,আমরা আগামী সপ্তাহে একটি নতুন প্রকল্প শুরু করব এবং এর জন্য আজ মিটিং অনুষ্ঠিত হয়েছে।,neutral
1752,"আজকের দিনটি সাধারণভাবেই কেটেছে, বিশেষ কিছু ঘটেনি তবে ব্যস্ত সময় পার করেছি।",neutral
1753,আমরা আগামী সপ্তাহে একটি নতুন প্রকল্প শুরু করব এবং এর জন্য আজ মিটিং অনুষ্ঠিত হয়েছে।,neutral
1754,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
1755,আমি প্রতিদিন চা খাই।,neutral
1756,ফলাফলে আমি হতাশ।,negative
1757,"আমি প্রতিদিন সকালে হাঁটতে যাই, যা আমার স্বাস্থ্যের জন্য ভালো এবং মনও ফ্রেশ থাকে।",neutral
1758,ক্লাসটি আজ অনলাইনে হয়েছে।,neutral
1759,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
1760,বাংলাদেশের প্রকৃতি সত্যিই মনোমুগ্ধকর।,positive
1761,পরীক্ষাটা খুব কঠিন ছিল।,negative
1762,আমি নতুন একটি বই কিনেছি।,neutral
1763,আজ রবিবার।,neutral
1764,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
1765,ফলাফলে আমি হতাশ।,negative
1766,আমরা আগামী সপ্তাহে একটি নতুন প্রকল্প শুরু করব এবং এর জন্য আজ মিটিং অনুষ্ঠিত হয়েছে।,neutral
1767,পরীক্ষার প্রশ্নপত্র অপ্রত্যাশিতভাবে কঠিন ছিল এবং প্রস্তুতি থাকা সত্ত্বেও আমি ভালো করতে পারিনি।,negative
1768,"আজকের অনুষ্ঠানটি সত্যিই অসাধারণ ছিল, এত সুন্দরভাবে আয়োজন করা হয়েছে যে সবার মুখে হাসি ফুটে উঠেছে।",positive
1769,"আজকের দিনটি সাধারণভাবেই কেটেছে, বিশেষ কিছু ঘটেনি তবে ব্যস্ত সময় পার করেছি।",neutral
1770,আমি নতুন একটি বই কিনেছি।,neutral
1771,আমি প্রতিদিন চা খাই।,neutral
1772,এই সপ্তাহে অনেক কাজ আছে।,neutral
1773,"বাংলাদেশের গ্রামগুলো এখনও প্রকৃতির সৌন্দর্য ধরে রেখেছে, যেখানে নদী, সবুজ ক্ষেত আর গাছপালা মন ভরে দেয়।",positive
1774,বাংলাদেশ দক্ষিণ এশিয়ার একটি দেশ।,neutral
1775,ট্রাফিক জ্যাম ভয়াবহ।,negative
1776,"আজকের অনুষ্ঠানটি সত্যিই অসাধারণ ছিল, এত সুন্দরভাবে আয়োজন করা হয়েছে যে সবার মুখে হাসি ফুটে উঠেছে।",positive
1777,খুবই সুন্দর দৃশ্য।,positive
1778,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
1779,আমি সকাল ৭টায় উঠেছি।,neutral
1780,আজ খুব খারাপ লাগছে।,negative
1781,আজকের আবহাওয়া খুব খারাপ।,negative
1782,ক্লাসটি আজ অনলাইনে হয়েছে।,neutral
1783,খুবই সুন্দর দৃশ্য।,positive
1784,আমরা আগামী সপ্তাহে একটি নতুন প্রকল্প শুরু করব এবং এর জন্য আজ মিটিং অনুষ্ঠিত হয়েছে।,neutral
1785,আজ খুব খারাপ লাগছে।,negative
1786,ট্রাফিক জ্যাম ভয়াবহ।,negative
1787,আমরা ঢাকায় থাকি।,neutral
1788,খুবই সুন্দর দৃশ্য।,positive
1789,সেবাটি একেবারেই সন্তোষজনক ছিল না।,negative
1790,"বাংলাদেশের গ্রামগুলো এখনও প্রকৃতির সৌন্দর্য ধরে রেখেছে, যেখানে নদী, সবুজ ক্ষেত আর গাছপালা মন ভরে দেয়।",positive
1791,এই সপ্তাহে অনেক কাজ আছে।,neutral
1792,ক্লাসটি আজ অনলাইনে হয়েছে।,neutral
1793,আমি আজ বাজার থেকে যে পণ্যটি কিনেছি তা প্রত্যাশা অনুযায়ী ভালো মানের ছিল না এবং দ্রুত নষ্ট হয়ে গেছে।,negative
1794,আমি প্রতিদিন চা খাই।,neutral
1795,খাবারটি একদমই ভালো ছিল না।,negative
1796,আমি নতুন একটি বই কিনেছি।,neutral
1797,বাংলাদেশ দক্ষিণ এশিয়ার একটি দেশ।,neutral
1798,আজকের আবহাওয়া চমৎকার।,positive
1799,"বাংলাদেশের গ্রামগুলো এখনও প্রকৃতির সৌন্দর্য ধরে রেখেছে, যেখানে নদী, সবুজ ক্ষেত আর গাছপালা মন ভরে দেয়।",positive
1800,আমরা ঢাকায় থাকি।,neutral
1801,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
1802,রাত ১০টায় ঘুমাতে যাব।,neutral
1803,আমি পরীক্ষায় ভালো ফলাফল করেছি।,positive
1804,তুমি দারুণ কাজ করেছো।,positive
1805,আমি নতুন একটি বই কিনেছি।,neutral
1806,তুমি সময়মতো কাজ করোনি।,negative
1807,ফলাফলে আমি হতাশ।,negative
1808,আমি প্রতিদিন চা খাই।,neutral
1809,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
1810,আজ রবিবার।,neutral
1811,"আজকের অনুষ্ঠানটি সত্যিই অসাধারণ ছিল, এত সুন্দরভাবে আয়োজন করা হয়েছে যে সবার মুখে হাসি ফুটে উঠেছে।",positive
1812,ট্রাফিক জ্যাম ভয়াবহ।,negative
1813,"আজকের অনুষ্ঠানটি সত্যিই অসাধারণ ছিল, এত সুন্দরভাবে আয়োজন করা হয়েছে যে সবার মুখে হাসি ফুটে উঠেছে।",positive
1814,এই সপ্তাহে অনেক কাজ আছে।,neutral
1815,আজকের দিনটা খুব ভালো লাগছে।,positive
1816,আমি নতুন একটি বই কিনেছি।,neutral
1817,আমি আজ বাজার থেকে যে পণ্যটি কিনেছি তা প্রত্যাশা অনুযায়ী ভালো মানের ছিল না এবং দ্রুত নষ্ট হয়ে গেছে।,negative
1818,বাংলাদেশের প্রকৃতি সত্যিই মনোমুগ্ধকর।,positive
1819,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
1820,ক্লাসটি আজ অনলাইনে হয়েছে।,neutral
1821,আজকের আবহাওয়া চমৎকার।,positive
1822,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
1823,আজকের দিনটি সাধারণভাবে কেটেছে।,neutral
1824,আজ খুব খারাপ লাগছে।,negative
1825,"আজকের অভিজ্ঞতাটি একেবারেই সুখকর ছিল না, সারাদিন প্রচণ্ড গরম এবং ট্রাফিক জ্যামের কারণে ভীষণ কষ্ট পেয়েছি।",negative
1826,আমি পরীক্ষায় ভালো ফলাফল করেছি।,positive
1827,আমি সকাল ৭টায় উঠেছি।,neutral
1828,খুবই সুন্দর দৃশ্য।,positive
1829,আমি প্রতিদিন চা খাই।,neutral
1830,"আজকের অনুষ্ঠানটি সত্যিই অসাধারণ ছিল, এত সুন্দরভাবে আয়োজন করা হয়েছে যে সবার মুখে হাসি ফুটে উঠেছে।",positive
1831,তুমি দারুণ কাজ করেছো।,positive
1832,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
1833,শিক্ষকের অনুপ্রেরণায় আমি নতুন জিনিস শিখতে আগ্রহী হয়েছি এবং নিজের লক্ষ্য অর্জনের দিকে এগিয়ে যাচ্ছি।,positive
1834,রাত ১০টায় ঘুমাতে যাব।,neutral
1835,তুমি দারুণ কাজ করেছো।,positive
1836,আমরা আগামী সপ্তাহে একটি নতুন প্রকল্প শুরু করব এবং এর জন্য আজ মিটিং অনুষ্ঠিত হয়েছে।,neutral
1837,"আজকের দিনটি সাধারণভাবেই কেটেছে, বিশেষ কিছু ঘটেনি তবে ব্যস্ত সময় পার করেছি।",neutral
1838,"আজকের অভিজ্ঞতাটি একেবারেই সুখকর ছিল না, সারাদিন প্রচণ্ড গরম এবং ট্রাফিক জ্যামের কারণে ভীষণ কষ্ট পেয়েছি।",negative
1839,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
1840,আমরা ঢাকায় থাকি।,neutral
1841,তোমার সাহায্যের জন্য ধন্যবাদ।,positive
1842,আমি নতুন একটি বই কিনেছি।,neutral
1843,আমি এই বইটি পড়ে খুব আনন্দ পেয়েছি।,positive
1844,আজকের দিনটা খুব ভালো লাগছে।,positive
1845,"বাংলাদেশের গ্রামগুলো এখনও প্রকৃতির সৌন্দর্য ধরে রেখেছে, যেখানে নদী, সবুজ ক্ষেত আর গাছপালা মন ভরে দেয়।",positive
1846,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
1847,বন্ধুদের সাথে সময় কাটিয়ে খুব ভালো লেগেছে।,positive
1848,খাবারটি অসাধারণ স্বাদযুক্ত ছিল।,positive
1849,পরীক্ষাটা খুব কঠিন ছিল।,negative
1850,"আজকের অভিজ্ঞতাটি একেবারেই সুখকর ছিল না, সারাদিন প্রচণ্ড গরম এবং ট্রাফিক জ্যামের কারণে ভীষণ কষ্ট পেয়েছি।",negative
1851,পরীক্ষাটা খুব কঠিন ছিল।,negative
1852,আজ খুব খারাপ লাগছে।,negative
1853,"আজকের অভিজ্ঞতাটি একেবারেই সুখকর ছিল না, সারাদিন প্রচণ্ড গরম এবং ট্রাফিক জ্যামের কারণে ভীষণ কষ্ট পেয়েছি।",negative
1854,আজকের আবহাওয়া চমৎকার।,positive
1855,"আজকের অনুষ্ঠানটি সত্যিই অসাধারণ ছিল, এত সুন্দরভাবে আয়োজন করা হয়েছে যে সবার মুখে হাসি ফুটে উঠেছে।",positive
1856,এই সপ্তাহে অনেক কাজ আছে।,neutral
1857,"বাংলাদেশের গ্রামগুলো এখনও প্রকৃতির সৌন্দর্য ধরে রেখেছে, যেখানে নদী, সবুজ ক্ষেত আর গাছপালা মন ভরে দেয়।",positive
1858,এই সপ্তাহে অনেক কাজ আছে।,neutral
1859,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
1860,আমি পরীক্ষায় ভালো ফলাফল করেছি।,positive
1861,আমি সকাল ৭টায় উঠেছি।,neutral
1862,আমি আজ বাজার থেকে যে পণ্যটি কিনেছি তা প্রত্যাশা অনুযায়ী ভালো মানের ছিল না এবং দ্রুত নষ্ট হয়ে গেছে।,negative
1863,ক্লাসটি আজ অনলাইনে হয়েছে।,neutral
1864,আমি সকাল ৭টায় উঠেছি।,neutral
1865,আমি আজ বাজার থেকে যে পণ্যটি কিনেছি তা প্রত্যাশা অনুযায়ী ভালো মানের ছিল না এবং দ্রুত নষ্ট হয়ে গেছে।,negative
1866,পরীক্ষাটা খুব কঠিন ছিল।,negative
1867,পরীক্ষার প্রশ্নপত্র অপ্রত্যাশিতভাবে কঠিন ছিল এবং প্রস্তুতি থাকা সত্ত্বেও আমি ভালো করতে পারিনি।,negative
1868,আজ রবিবার।,neutral
1869,সিনেমাটি বিরক্তিকর ছিল।,negative
1870,বাংলাদেশ দক্ষিণ এশিয়ার একটি দেশ।,neutral
1871,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
1872,আমি আজ বাজার থেকে যে পণ্যটি কিনেছি তা প্রত্যাশা অনুযায়ী ভালো মানের ছিল না এবং দ্রুত নষ্ট হয়ে গেছে।,negative
1873,ক্লাসটি আজ অনলাইনে হয়েছে।,neutral
1874,আমরা ঢাকায় থাকি।,neutral
1875,"আজকের অভিজ্ঞতাটি একেবারেই সুখকর ছিল না, সারাদিন প্রচণ্ড গরম এবং ট্রাফিক জ্যামের কারণে ভীষণ কষ্ট পেয়েছি।",negative
1876,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
1877,আজ খুব খারাপ লাগছে।,negative
1878,আমরা আগামী সপ্তাহে একটি নতুন প্রকল্প শুরু করব এবং এর জন্য আজ মিটিং অনুষ্ঠিত হয়েছে।,neutral
1879,আমরা ঢাকায় থাকি।,neutral
1880,আজকের দিনটা খুব ভালো লাগছে।,positive
1881,বন্ধুদের সাথে সময় কাটিয়ে খুব ভালো লেগেছে।,positive
1882,রাত ১০টায় ঘুমাতে যাব।,neutral
1883,আমি প্রতিদিন চা খাই।,neutral
1884,খাবারটি অসাধারণ স্বাদযুক্ত ছিল।,positive
1885,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
1886,"আজকের দিনটি সাধারণভাবেই কেটেছে, বিশেষ কিছু ঘটেনি তবে ব্যস্ত সময় পার করেছি।",neutral
1887,ফলাফলে আমি হতাশ।,negative
1888,"আজকের অভিজ্ঞতাটি একেবারেই সুখকর ছিল না, সারাদিন প্রচণ্ড গরম এবং ট্রাফিক জ্যামের কারণে ভীষণ কষ্ট পেয়েছি।",negative
1889,আমরা ঢাকায় থাকি।,neutral
1890,খুবই সুন্দর দৃশ্য।,positive
1891,বন্ধুদের সাথে সময় কাটিয়ে খুব ভালো লেগেছে।,positive
1892,ফলাফলে আমি হতাশ।,negative
1893,খুবই সুন্দর দৃশ্য।,positive
1894,"আমি প্রতিদিন সকালে হাঁটতে যাই, যা আমার স্বাস্থ্যের জন্য ভালো এবং মনও ফ্রেশ থাকে।",neutral
1895,আমরা আগামী সপ্তাহে একটি নতুন প্রকল্প শুরু করব এবং এর জন্য আজ মিটিং অনুষ্ঠিত হয়েছে।,neutral
1896,শিক্ষকের অনুপ্রেরণায় আমি নতুন জিনিস শিখতে আগ্রহী হয়েছি এবং নিজের লক্ষ্য অর্জনের দিকে এগিয়ে যাচ্ছি।,positive
1897,আজকের দিনটি সাধারণভাবে কেটেছে।,neutral
1898,আমি প্রতিদিন চা খাই।,neutral
1899,খাবারটি অসাধারণ স্বাদযুক্ত ছিল।,positive
1900,আমি সকাল ৭টায় উঠেছি।,neutral
1901,খাবারটি একদমই ভালো ছিল না।,negative
1902,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
1903,আজকের দিনটি সাধারণভাবে কেটেছে।,neutral
1904,তুমি সময়মতো কাজ করোনি।,negative
1905,"আজকের অনুষ্ঠানটি সত্যিই অসাধারণ ছিল, এত সুন্দরভাবে আয়োজন করা হয়েছে যে সবার মুখে হাসি ফুটে উঠেছে।",positive
1906,বাংলাদেশ দক্ষিণ এশিয়ার একটি দেশ।,neutral
1907,খাবারটি অসাধারণ স্বাদযুক্ত ছিল।,positive
1908,আমি সকাল ৭টায় উঠেছি।,neutral
1909,আমি পরীক্ষায় ভালো ফলাফল করেছি।,positive
1910,ট্রাফিক জ্যাম ভয়াবহ।,negative
1911,সেবাটি একেবারেই সন্তোষজনক ছিল না।,negative
1912,ক্লাসটি আজ অনলাইনে হয়েছে।,neutral
1913,এই সপ্তাহে অনেক কাজ আছে।,neutral
1914,বন্ধুদের সাথে সময় কাটিয়ে খুব ভালো লেগেছে।,positive
1915,আমি নতুন একটি বই কিনেছি।,neutral
1916,পরীক্ষাটা খুব কঠিন ছিল।,negative
1917,আজকের দিনটা খুব ভালো লাগছে।,positive
1918,ফলাফলে আমি হতাশ।,negative
1919,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
1920,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
1921,আজকের আবহাওয়া খুব খারাপ।,negative
1922,সিনেমাটি বিরক্তিকর ছিল।,negative
1923,"আজকের দিনটি সাধারণভাবেই কেটেছে, বিশেষ কিছু ঘটেনি তবে ব্যস্ত সময় পার করেছি।",neutral
1924,ট্রাফিক জ্যাম ভয়াবহ।,negative
1925,ট্রাফিক জ্যাম ভয়াবহ।,negative
1926,আমি আজ বাজার থেকে যে পণ্যটি কিনেছি তা প্রত্যাশা অনুযায়ী ভালো মানের ছিল না এবং দ্রুত নষ্ট হয়ে গেছে।,negative
1927,ট্রাফিক জ্যাম ভয়াবহ।,negative
1928,আমি সকাল ৭টায় উঠেছি।,neutral
1929,"আজকের অনুষ্ঠানটি সত্যিই অসাধারণ ছিল, এত সুন্দরভাবে আয়োজন করা হয়েছে যে সবার মুখে হাসি ফুটে উঠেছে।",positive
1930,আমি সকাল ৭টায় উঠেছি।,neutral
1931,পরীক্ষার প্রশ্নপত্র অপ্রত্যাশিতভাবে কঠিন ছিল এবং প্রস্তুতি থাকা সত্ত্বেও আমি ভালো করতে পারিনি।,negative
1932,আজকের আবহাওয়া চমৎকার।,positive
1933,খাবারটি অসাধারণ স্বাদযুক্ত ছিল।,positive
1934,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
1935,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
1936,আজকের দিনটা খুব ভালো লাগছে।,positive
1937,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
1938,শিক্ষকের অনুপ্রেরণায় আমি নতুন জিনিস শিখতে আগ্রহী হয়েছি এবং নিজের লক্ষ্য অর্জনের দিকে এগিয়ে যাচ্ছি।,positive
1939,এই সপ্তাহে অনেক কাজ আছে।,neutral
